sentiment,review_body,product_category
0,This dress is so pretty in the photos but in person it's huge. and not in a way i could adjust by sizing down. the shoulders and arms fit but the body of the dress is absolutely huge. i normally love a trapeze dress but i was swimming in this so it was quite unflattering. it was also much longer than it looks on the model. i'm not short - in fact dresses are normally a bit shorter on me than the average person but this was just frumpy.,Dresses
0,"I am 5'4""  100lbs  petite frame  i bought this dress in xxsp. the fabric was good quality and thicker than i have imagined  good for fall  maybe a little warm for the hot humid summer days  but perhaps a cooler summer day. unfortunately this dress runs pretty large  much too large for my petite frame  so i had to return it. i would recommend sizing down. this dress is very beautiful and would be great to wear to work or out for after work drinks  also maybe a bridal shower or other brunch event.",Dresses
0,The fabric is flimsy and not substantial. i thought it ran a little small. i usually wear a large in this style  but it was too tight.,Dresses
0,I ordered the blue dress because i loved the color and unique design. the blue was much more of a dark navy  not a sapphire blue as it looks in the picture. the picture also shows it tying on the side. it did not tie on the side when i tried it on but in the front as pictured in the red version of the dress. it was not at all flattering on me. one of the few disappointing things i have ordered from retailer.,Dresses
0,The fit is really flattering and cute but the fabric and finishings seem really cheap. it's a printed plaid - not woven.,Dresses
0,This is a shift dress  which is a great dress for many people  in a kind of man-repeller way. by saying that  i mean  a really pretty dress that can show off amazing shoes  good legs  a beautiful face and hair. this is not a body con dress. however  when you do such a high neckline and boxy sleeves  you do no one any favors. everyone has a nice neck and decolletage and collarbone. everyone. the neckline needs to open up a bit....i'm not saying v-neck  just a bit lower than this  because it makes,Dresses
0,Cute dress but not for me.  the waist is too high and the sleeves are tight.  maybe on a different body type this dress would be perfect.  i returned it.,Dresses
0,I'm 5'8 128lbs and bought a size 2. i loved this dress  but didn't expect to have to go bra-less or wear a tube top under. the top lands much lower than i expected but the rest of the dress was lovely.     i ordered a size 2,Dresses
0,This dress has gorgeous fabric and impeccable quality construction! i'm 5'4 118lbs and large busted (32. dd). i am usually an overall size 4 but when buying dresses usually have to purchase a six to accommodate my chest. i ordered a size 4 because that was the only size left and was going to take a chance . it fit perfect across the chest but the overall dress is enormous! does not even slightly silhouette your figure. it is like a giant stiff triangle. i was going to return but was so hesitant,Dresses
1,I love this dress. the length is great and the dress just feels great. the material is raw silk (which i love) and the sizing does run a tad large  but with the make of the dress. i can lose weight and still wear the dress. well made and the buttons in back are super cute.,Dresses
1,"I have never been able to find a maxi dress that just fits me. i'm pretty short (5'2"") and the xs petite comes exactly to my ankles. no hemming necessary! the neckline is very flattering and the waist is a semi-empire elastic waistline that makes this dress both elegant and comfortable. the dress is very stretchy but doesn't look like it. it is absolutely one of my ""summer staples"" now - especially for traveling. if i could have this dress in fifty different patterns i would.",Dresses
1,This dress is gorgeous. it is better in person than online. i love the detail of the pleats and the waist. it is light weight and perfectly lines and a beautiful dress for twirling with a martini in hand. in fact  my sister tried to steal it from during a recent trip to europe. it is that adorable and flattering - highly recommend!,Dresses
1,I love this dress! i wore it to my friends bridal shower and got so many compliments! i can't wait to wear it again!,Dresses
1,Fabulous dress!  clip off the tags because they show through the lace on the back (you can see this on the back photo of one recent reviewer).,Dresses
1,"I purchased the dress on a promotion.  the dress i received had the sleeves end about the elbow.  i added a 4"" black cotton lace to the sleeves.  i love the result.  it makes the design richer and brings out the lace running down the front of the dress.  the sleeves are a much better length for me now.  dress runs tts.  i purchased a medium  am 5'7""  150 lbs  really am large boned  straight up and down.",Dresses
1,...and another addition to my wedding guest wardrobe! the skirt print is gorgeous and i can't wait to shop for the perfect shoe and accessories. i'm very hippy with a thinner waist and this hides that. i love the pockets and the fact that i can wear a regular  comfortable bra. all-around a great purchase!,Dresses
1,I received this dress as a gift and it has become such a great addition to my wardrobe! i love that i can wear it to work and then out with friends. a great value if you're looking for one special piece that you can get miles out of - you can wear the two pieces separate or together. i love floral and felt this non traditional take on a floral was very refreshing.,Dresses
1,This dress is gorgeous. more ivory in person. the crochet is amazing. i sized up from my normal s to a m  only bc i wanted a loose fit. and after reading reviews that it fit a little bit like a shift  i wanted a bigger size. but a small would have prob worked as well. depends on how you want this to fit. i love it. i wear mine now w a cropped jean jacket and leggings  soon w just sandals. great transition piece bc it's a slightly heavy dress but not enough to be overwhelming or hot for the summe,Dresses
-1,Really wanted to luv this top buttt it ran small in arm length & in the front  bottom...backside was perfect coverage...also most important this top is see-through! item as pictured is not accurate!,Fine gauge
-1,I thought it would be heavier than it is. it's thin and more delicate than what i would expect for a winter sweater (it contains wool so not really suitable for spring/summer). it's also shorter than it appears on the model and a little wider/boxier too.,Fine gauge
-1,Got this in purple and love it! ordered red and silver and only received red so far  but had to return because it was oddly shaped and didn't fit well like the purple. not sure what happens. maybe miss sized?,Fine gauge
-1,Such a pretty fall sweater. nice fit. wore it once out shopping and it snagged :( had to return  sadly.,Fine gauge
-1,I was minimally torn over whether to return this but ultimately it's going back because the knit is just too thin. i thought it would be cozy and be of normal sweater weight but it's not. and because it's so light  the swing effect doesn't really come off. nothing special.,Fine gauge
-1,I know this is supposed to look oversized  and i own a few oversized ponchos  but this takes oversized to a whole new level.  i ordered it in my usual size and it was just waaaaay too much fabric - i do not think sizing down would have made a difference.  if you are looking for that  it seemed like good qualify.,Fine gauge
-1,I wanted to love this. however  the fit was funky and the colors were muted. this is definitely something you must try on in the store. too risky to buy online due to weird fit.,Fine gauge
-1,I was so excited to try this on in the store  because i've had my eye on it online. unfortunately  it is not like the picture. the material is very thin  almost translucent. i also could not figure out how it get it on! the cape has short sleeves  not long  as it appears in the picture  and the folds of fabric would not drape quite right in the front. love the look of black design on white. hopefully retailer can redo this in a thicker cape for the fall  but for now  i'll skip this one.,Fine gauge
-1,I read the existing reviews  before purchasing  and a few mentioned that this sweater ran large. this has been my experience with most tops i have purchased from retailer. i figured by ordering a medium  i would receive a slightly loose to moderately loose fitting sweater. this was not the case! the sweater is short  does not look anything like it does when you view the model from behind (and i assume the model is taller than i...as models are usually tall). for reference  i am 5'6''  medium build,Fine gauge
0,Love the design and the gold color  but the seams between knit and lace were a little weird and bunched/weren't smooth. maybe the one i tried on just needed to be ironed or something...,Fine gauge
0,On the mannequin this looked adorable. it is made well but if you have any bustline it just billows out below like a tent and is not flattering. if it had less fullness it would have been really cute.,Fine gauge
0,I really wanted to love this sweater after reading the reviews but when i received it i was sadly disappointed. it is pretty boxy and not much shape. could be cute for casual outfits but i was looking for some dressier sweaters.,Fine gauge
0,A few things: this runs very large. i'm usually a s/m (i'm a little busty so i sometimes size up!) and i'll definitely need an xs in this  i'm swimming in the small. the blue is definitely a steel blue/grey  not really navy. the material is very thin - i thought it would be a bit more substantial. it's very lightweight. that said  it's very pretty  i love the neckline which can be worn as a cowl neck or off the shoulder  and i'll give the xs a shot instead!,Fine gauge
0,I put a lot of hopes on this pullover. i needed something for the spring  and it seemed perfect. plus  the sale price is very attractive compared to the regular retailer prices. but... i am not exactly disappointed  but i'd say surprised.     i would still consider this sweater good for spring. it's thin enough to be tucked into a skirt or pants if you like. the pullover is very stretchy - frankly  i would prefer it to be less stretchy  but that might be a plus for someone more busty. the quality,Fine gauge
0,This is a beautiful sweater and a nice medium weight. however  it is an awkward length. i am tall and have a long torso so it's just not cut right for me and was not flattering.,Fine gauge
0,This is a thick sweater. it is pretty  but has a short length.,Fine gauge
0,I really like the idea behind this top  but at least for me  the execution wasn't quite there. i was hoping it would be something i could wear to work  but the sheerness of the sides makes it in appropriate for my workplace (when it gaps/you move  you can see a lot). if you don't move  the front panel is pretty opaque  which is good. i think it would look odd with a cami underneath and i don't feel comfortable with the sheerness  so i returned it. i also thought the finish on the sleeves looked,Fine gauge
0,The smallest size  xs  was big on me  i was overwhelmed by the sweater. it is a bit of swing shape  doesn't hug the body. sleeves are interesting though  but not flattering on a petite frame. color is a pretty green  made me think of wintergreens. fabric may be itchy to some. just ok for me.    for reference xs bog on 115 lbs  30dd  26.5 in waist.,Fine gauge
1,"Finally a ""swing top"" that doesn't look like a sack on me! i've been wanting to partake of this current style  but everything i've tried so far just looks ""dumpy"" on me. not this top -- it is very feminine and flattering. i am 5'7"" 118 lbs and have a small waist -- and although this is a ""swing"" style  it still shows my waist and doesn't overpower me. it is also a lovely fabric -- especially in the soft pink which i got. i'm thinking of going back for more colors!",Fine gauge
1,I can't believe how much i paid for this top~got free shipping special; so worth it. i ordered the blue and i love it! size small fits perfectly. i am into peplum tops lately  they are so flattering with highwaisted jeans. i usually wear a size 4-6 in retailer.,Fine gauge
1,I have already worn this several times. it is very flattering  lightweight  and easy to wear. dressy but also very soft and comfortable.,Fine gauge
1,I like the grey pattern and black and white contrast versions the best! very soft and falls nicely on my bust. the biggest differences wit the sizes are on length  so i ordered up for it would be a bit longer. it's a great piece.,Fine gauge
1,I ordered both colors  but ended up keeping the green in petite xs b/c the red in xs was just slightly too big. both colors are gorgeous  and i agree they have a retro 70's vibe. just a tad itchy  but not enough that it would make an undershirt absolutely necessary. i'll probably just wear it alone. i think the regular size would work for most petites b/c it's not ridiculously long. i would suggest sizing down in regular if you're petite though: for instance  the regular xs fit noticeably larger,Fine gauge
1,"I really like this top. bought it in ""purple"" but i would not call it that. it is more maroon or burgundy. color is exactly what it shows in the online photo. really like the green also. crocheted arms are super. i found it ran slightly small  so if you are between sizes  order up. one slight personal problem for me is that there is cashmere in it and i live in florida. even though we do get cooler weather here  i am not sure i will have that much chance to wear it; it will be too warm for me. t",Fine gauge
1,Beautiful detail. sweater is warm  soft  and very comfortable. fits perfectly. i was worried without having seen it in person that the lace detailing would be fragile  but it is knitted into the underlying sweater material. i have worn it no less than five times already and not a flaw or a pull in it.,Fine gauge
1,Just like the afterward lace cardigan i love this so much. i've had the black and white for about 2 years now and they are still intact! only the buttons fall off once in a while but that's when i'm being aggressive and on the go buttoning. the cardigans from this year just add to my knitted and knotted collection!,Fine gauge
1,I'm a little on the short side  i was afraid it was going to be too long in the back. the sweater is perfect all the way around. i like the looseness in the front and like the way it lays in the back. the color is great.,Fine gauge
-1,3 tags - one quite huge (about 2'' by 3'') - very itchy. so i cut out the tags and they are sewn with some kind of hard poky plasticy thread - now even more itchy! i will have to wear these inside out.,Intimates
-1,3 tags sewn in  2 small (about 1'' long) and 1 huge (about 2'' x 3''). very itchy so i cut them out. then the thread left behind was plasticy and even more itchy! how can you make an intimates item with such itchy tags? not comfortable at all! also - i love bralettes and wear them all the time including to work. i am a b cup. however  this one is so thin and flimsy that it gives no support even to a b cup - so for me this would only be a lounging bralette - if it wasn't so itchy!,Intimates
-1,Material is strange. triangle top is funky. this is just not awesome in any way.,Intimates
-1,"This nightgown looked so comfy and cute! i ordered a large and it was so uncomfortably tight.i'm 5'3"" and 150lbs. it was such a shame. size large should not just be really a medium!",Intimates
-1,This could have been an amazing chemise but it is too short even for bed- perhaps it could be used for a tank. i am 5'3 but do have a long torso. it did not fully cover my booty.,Intimates
-1,You have to be a contortionist to get this bra on. it slips over your head and i needed my 8yo daughter to help me pull it down past my elbows. ridiculously impractical. why oh why didn't heather give it a hook and loop closure instead?,Intimates
-1,"Got this in the sky color. returned it because the top is way too sheer for me  if you know what i mean. i wanted a pretty gown i can wear without a robe in front of my kids. no can do. also  for the price  material just felt flimsy & cheap. it does run small ~ the medium was good on me and i'm 5'2""  114#  34b",Intimates
-1,The bra is comfortable and the design is good. however  the sizing is way off. i am a 34c and the small fits well with minimal support. not sure about quality. this one might have to go back :(,Intimates
-1,This bra runs very small  and is hard to get on and off. i think if i went a size up i would be happier.,Intimates
0,I'm a b-cup who hates traditional underwire bras  so i was excited to try this one out. while i appreciate that this bra has more structure and support than other wireless comfy bras  the cups provided too much coverage for my style. if you want to wear a shirt with a wide neck  or do a cute off-the-shoulder thing with your shirt  the top of the cup shows. bummer!,Intimates
0,This is a very nice bra  upset though because this is the second time i have ordered something from retailer and the place that the product was made was incorrect on the website. bra was made in peru and website said usa. makes it very hard to be socially responsible on this website. not sure i will continue to shop retailer in the future because of this.,Intimates
0,As a petite  big busted woman  i found this dress wildly unflattering. the quality and pattern of the dress itself is beautiful  though it will require a slip as it is completely transparent. the design of the bust however  i found unflattering.,Intimates
0,This is pretty and provides coverage with a bit of support for wearing around the house. i'm a 34b so i ordered the small- it still had room in it so i tightened the straps and used the tightest hooks on the back  and that makes it fit ok. i bought it just to wear at home since i was not expecting a great deal of support or shaping  and while it feels ok it is not super-comfy- it's a bit scratchy around the edges. i was going to buy another color if i loved this  but as it is i will keep the one,Intimates
0,I'm a 32-a  and i bought a small. i found that the tube portion is pretty tight  but probably needed to keep things up. because there is not a clasp in the front or back  it is really hard to get in and out of. i'd probably be ok with it  but the cups were too big for me. i think i would need to be a c to fill it.  the quality is really nice and the molded cups are a good shape. i wish i could have made it work  because it was really comfortable. i returned it in the end.,Intimates
0,When ordering this product  i thought it was strange that the mediums were sold out. i went with the small which is generally what i wear. however  these run small and i see why the medium ran out. they are pretty  however  i wish they made them more true to size.,Intimates
0,I ordered this in black and white  thinking you can never have enough silk camisoles.     i returned the black because it looked like polyester. the white is actually a cream/ivory  not bright white as pictured. it is also not the best feeling quality  however the fit is good  and true to size.,Intimates
0,I love and live in these but the recent scoop tanks i purchased were thin  not as great. so i want to recommend them because they are really versatile but the quality has deminished.,Intimates
0,It is a very pretty bra. light weight and beautiful lace. however  i have yet to find a t-back that does not make me feel like i am going to spill out. to me it ran small. i now know to get a 34 instead. i am working on losing weight  perhaps that might help with the fit?,Intimates
1,Cute little sleep mask! the elastic band is wide so it doesn't ever feel like it's digging into your head. does a very good job keeping out light.,Intimates
1,This sleep is super flattering on but it runs quite small (and short). it has a lot of stretch to the fabric and my normal size felt like i had a large spanx slip on. like i said  great slip but i'd recommend ordering up a size if you want it to look like the model.,Intimates
1,I love this gown so much  i would wear it everyday if i could. it is cozy  beautiful  and feels special like an heirloom. the top is perfect coverage and the skirt is so soft. color is much prettier than the photo picks up!!! i love this gown. my favorite  hands down.,Intimates
1,These undergarments are comfortable  streamlined  and well made. this bra holds up well without wires. i am a 34b and wear a small. it is a bit tight at first  but form fits after one wear. . after trying one bra and i ordered 4 more. then i researched the brand and bought camis to match. i love how all the colors and styles are interchangeable.,Intimates
1,"I am usually a 32a. i ended up with a 34 b based on sales assoc input and what was available. the 32 gave me back fat ( i do not have back fat) so she said the 34 would be better  it ran small etc. the 34 also fit ( had to be ordered and mailed) but it still gave me ""flab"" over the back band. comparing it to my other regular bras  i can see that the band has too thin fabric and rolls and has ""harder edges"" compared to wider   thicker band on my other bras. very pretty but i will be returning. sa",Intimates
1,I purchased this tank for the interesting open neck not realizing that the straps are elastic. i love it. the material is super soft and it fits nicely. snug but not too tight. the straps are wide enough to cover bra straps and the neckline being a little wider is really flattering. i got the black one but i am going to get more colors! great buy!,Intimates
1,The bikini bottoms are high quality and feel very luxurious. order one size up. this line runs small. i read the reviews and ordered a medium. i am normally xs/s in underwear but the medium fits me perfectly. i wish i had ordered in other colors before they sold out! trust me you'll want another pair after trying these on.,Intimates
1,While there us no clasp and this bra does require you to pull it over your head  i did not find it to be too difficult. i love that the bra stays in place and that i do not have to constantly pull it up throughout the day! it's quite comfortable too. i wish i had ordered the same bra with the straps too before they sold out of my size!,Intimates
1,I typically wear an xs to s in tops and purchased an xs for a less flowy fit.  this top has a luxurious feel and the green color is really beautiful (more matte than shiny).  perfect piece to wear under a jacket or blazer.,Intimates
-1,The color is completely off! i loved the way this vest looks in the picture! i was excited to have that vest but unfortunately what i received in the mail was a huge disappointment. it came wrinkled and the brown is not as rich as it is in the picture. very pale. horrible.,Jackets
-1,This looks great on the model but when it arrived  i couldn't believe it was the same jacket. it looks a bit like a really loose garbage bag on me and no amount of adjusting drawstrings is going to fix it. i really wanted to like it  but even the xs/s was too baggy. also a bit worried based on other reviews that it isn't actually a rain jacket and wont keep you dry.,Jackets
-1,Loved the design but jacket looked like 20 years old because of a lot of piling even brand new jacket at store. i wish they use better quality fabric so i would have purchased it.,Jackets
-1,This is a beautiful kimono but just isn't made well. the one i received already had a couple small holes and a pull in the thread that was very noticeable. after reading the additional reviewer who wore it an hour and it was already pilling  it is going back for good. such a shame!,Jackets
-1,This jacket is just too small for me anyway and i am no way big. i am tall and athletic and this thing looked like it had shrunk in the wash. there are so many better fitting other types out there  this went back,Jackets
-1,Even at a very deep discount  this piece is definitely not worth the money. the picture made me think this jacket had a longer curved velvet hem as part of its design (which would be cool)--which is largely what attracted me to it  but as i discovered when it arrived  that was actually part of the shirt worn beneath in the photo. so this image is rather misleading. the actual jacket is very thin--more like a shirt with an open front than a jacket. the pockets are just loosely tacked inside. for,Jackets
-1,I ordered this vest in xxs  since i am usually an xs and was looking for a bit of a tighter fit on such a loose vest. even then  the vest looked like a large. not only was it incredibly loose - much looser than in looks in the picture - but the arm holes were huge too. it just looked too big  not artfully drapey.,Jackets
-1,I do not understand all the great reviews but that goes to show everyone likes different things! the jacket looks great in the pictures but in person  it just looks awful! gray is one of my favorite colors but this color is so drab and the material looks old and worn. it definitely has a grunge look to it and overall  it is just a wrinkly mess. another reviewer said it looks like old clothes and i have to agree. it looks very shabby. it also reminds me of those smocks they have at the hair salon,Jackets
-1,Love retailer's kimonos and when i saw this pattern i had to have it! unfortunately  when i bought it the tag was already showing holes so they gave me 15% off... went to wear it for the first time  there was already a huge snag in it! i love retailer but for 98$ this is not worth your money.,Jackets
0,"For reference  i'm 113 lbs  with a short torso so i was thrilled when i saw this jacket on-line. i was expecting a soft  comfortable and polished piece. i tried on a standard size xs and the color of the khaki is muted on line  it's a little darker in person and the finishings like zipper plackets are much lighter in contrast. also  it is a ""mixed-media/material"" type. for example  it's linen with soft leather accents  which also have varying tones on the inside of the collar  on the wrist area ",Jackets
0,If you have any curves at all then this will look like a sack on you. i wanted to love it because of the material and i've been looking for a blazer/ jacket that was heavy in weight. this just looked awful on me. maybe for someone who is very slender this will work but i was highly disappointed in the cut.,Jackets
0,This was a fail for me. although i ordered size large it barely fit my midsection when tied and was too small in the waist. the fabric is nice though. best on thinner frames than mine.,Jackets
0,Delaine blazer so many little details with a slight bit of ruggedness. loved the unmatched buttons  checkered back and fraying that gave this piece personality making it appear less stuffy. easyily dress it up or down  that being said it seems to run true to size except the arms and shoulders were very tight. i would consider going up a size if more of an athletic build. ordered a 4 but i think a 6 would have been perfect!,Jackets
0,Should have ordered the xl instead of the large. didn't even come close to being able to button the front but i'm a 34 g. i find sanctuary to run small. beautiful soft green color  fabric is soft too. it is cropped to the waist. decided to return instead of reorder.,Jackets
0,"I agree with a previous reviewer who said that it was very nicely cut  but unfortunately  the materials are so cheap. the ""fleece"" material that it is made out of feels like the cheap polyester fleece blankets that you get at the discount stores. it will pill easily  and is noticeable even in the dark color. i must have gotten one shipped straight from the store  and it was already starting to do some gnarly pilling. i do love the cut of it  but i can't justify keeping it because this won't last",Jackets
0,I wanted to love this jacket. so soft and great color. unfortunately it is just too light weight. it is almost like shirt fabric. nice heft to the fabric though. nice length - accept the sleeves were short on me. i am 5'10 and 135lbs. the small was the right size. i was looking for something slightly warmer to layer.,Jackets
0,Very cute coat but could not keep it for the price...just not sure it is worth almost $200 00 (with tax added to cost). when it goes on sale  i will most likely buy it.,Jackets
0,I snagged this the first day i wore it with my wedding ring. it is very delicate and i can't wear it when i'm with my kids because they pull on it so much! it will just me by night out wrap i guess!!!,Jackets
1,As other reviewers have pointed out  this jacket is way prettier in person than it is in the photos. i can wear it with just about anything. the fabric is soft and lightweight  and drapes really nicely. my only complaint is the photos make the taupe jacket look like it has just a hint of peach/mauve  but in person it's a pretty standard beige. i would have liked that hint of color.,Jackets
1,I first saw this jacket hanging at the store and it didn't look very cute. i saw it again on sale so i decided to try it on. i'm so glad i did! the inside gray material is so soft. i have broad shoulders and this jacket did not hinder my arms at all. it is very comfortable. i bought the x-small and was very surprised at how roomy it was. the sleeves are a tad bit long but the gray inner lining has an elastic cuff so it can be pushed up. not sure if the xx-small would've been too small or if the,Jackets
1,Love this kimono! it is so versatile. it is a one size only so it might be .a bit volumnous for some people.,Jackets
1,I have always liked this look so ordered my usual size s. fit is good & looks pretty much on me as in the pic - even the arm length works - not too long. i don't care for the placement of the top buttons which are just cosmetic. they dangle downwards showing more of the loop than the button itself. placement is not directly over the bottom buttons  which puts it in the lower breast area. mmmmm... not the look i want. looks unattractive. if i keep this  i will have to move the buttons more in lin,Jackets
1,I was so surprised by this jacket! i grabbed it as a last minute thought and then when i tried it on i was in love! i have a pink dress i'm going to wear it over but i also love it over a frilly off white tank or even just over a basic t. i am so excited for cooler weather. be warned its not lined or warm. its more of a shirt than a true jacket but it's perfect for fall in california. i wear a small or m and went with a medium on this one.,Jackets
1,I am so glad i had read the other reviews of this jacket which prompted me to order. great fit and cut with a hint of stretch  nice styling details  great vintage color. i wasn't in love with the price but after receiving the jacket i would gladly pay the price again. will definitely be in my wardrobe rotation for years to come!,Jackets
1,I'm sad i was unable to get an xs  as the small is somewhat big on my 125-lb 5'6 frame. i'm keeping it for the sale price though! when i put it on in the store i got so many compliments from other customers who went to find it! i think it is meant to run large  and honestly i still think even with it looking big it still looked better in person than the model. i would recommend ordering it if you can and don't mind pieces that drape like this!,Jackets
